Ana Kategori,Kategori ID,Stok Kodu,Ürün Adı,Fiyat,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d
Erkek,302,M403661251-0002,DERİ DETAYLI ÖRME ELDİVEN,3950.0,03,0.0,0.0,0.0
Erkek,302,M403882090-0087,BURLINGTON ÇORAP,1390.0,03,0.0,0.0,0.0
Erkek,302,M402364836-0009,GÜMÜŞ KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M402364849-0009-0014,GÜMÜŞ KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M402696947-0041,BABET ÇORAP,349.0,03,0.0,0.0,0.0
Erkek,302,M403882090-0042,BURLINGTON ÇORAP,1390.0,03,0.0,0.0,0.0
Erkek,302,M403882090-0088,BURLINGTON ÇORAP,1390.0,03,0.0,0.0,0.0
Erkek,302,M400254075-0002,YARIM PARMAK ÖRGÜ ELDİVEN,2950.0,03,0.0,0.0,0.0
Erkek,302,M403882094-0012-0038,BURLINGTON BAKLAVA DESENLİ ÇORAP,1390.0,03,0.0,0.0,0.0
Erkek,302,M403882112-0041-0038,BURLINGTON BAKLAVA DESENLİ ÇORAP,1390.0,03,0.0,0.0,0.0
Erkek,302,M405819193-0014,İNCE DERBY MERSERİZE SOKET ÇORAP,499.0,03,0.0,0.0,0.0
Erkek,302,M400246876-0002,KOL DÜĞMESİ,3950.0,03,0.0,,
Erkek,302,M400283331-0002-0009,KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M400366503-0014,KAHVE PANTOLON ASKISI,3450.0,03,0.0,0.0,0.0
Erkek,302,M402364831-0002-0009,SİYAH KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M402696947-0094,BABET ÇORAP,349.0,03,0.0,0.0,0.0
Erkek,302,M405539357-0002,DERİ PANTOLON KEMERİ,3450.0,03,0.0,0.0,0.0
Erkek,302,M400023778-0002,PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M400325552-0041,LACİVERT DERİ KEMER,3450.0,03,0.0,0.0,0.0
Erkek,302,M400325677-0017,TABA DERİ KEMER,3450.0,03,0.0,0.0,0.0
Erkek,302,M401137073-0005-0055,ANTRASİT ÇORAP,1390.0,03,0.0,0.0,0.0
Erkek,302,M402364851-0027,EKRU KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M402364855-0002-0009,SİYAH KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M402858441-0038-0038,BURLINGTON BAKLAVA DESENLİ ÇORAP,1390.0,03,0.0,0.0,0.0
Erkek,302,M405209272-0038-0038,BALIKSIRTI İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405539344-0002,DERİ PANTOLON KEMERİ,3450.0,03,0.0,0.0,0.0
Erkek,302,M405819180-0022,PAMUK KAŞMİR SOKET ÇORAP,799.0,03,0.0,0.0,0.0
Erkek,302,M868139099878-0002,PANTOLON ASKISI,3450.0,03,0.0,0.0,0.0
Erkek,302,M400207168-0002,SATEN PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M400244867-0030,KAŞMİR KAŞKOL,6975.0,03,0.0,0.0,0.0
Erkek,302,M400283341-0009-0038,KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209274-0041-0098,MICRO DESENLİ İPEK KRAVAT,4450.0,03,0.0,0.0,0.0
Erkek,302,M405209302-0055-0012,ŞAL DESENLİ İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405209383-0041,ŞAL DESENLİ İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M868167050096-0056,PANTOLON ASKISI,3450.0,03,0.0,0.0,0.0
Erkek,302,M400154393-0002-0009,KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M400226612-0002-0009,TATEOSSIAN BİLEKLİK,14950.0,03,0.0,0.0,0.0
Erkek,302,M400246845-0002-0005,KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M400280372-0041,KEMER,3450.0,03,0.0,0.0,0.0
Erkek,302,M400325555-0041-0014,LACİVERT DERİ KEMER,3450.0,03,0.0,0.0,0.0
Erkek,302,M400325677-0041,LACİVERT DERİ KEMER,3450.0,03,0.0,0.0,0.0
Erkek,302,M401137073-0030-0041,NEFTİ ÇORAP,1390.0,03,0.0,0.0,0.0
Erkek,302,M402364856-0009,GÜMÜŞ KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209284-0063-0012,DESENLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209292-0041-0004,DİAGONAL ÇİZGİLİ İPEK KRAVAT,4450.0,03,0.0,0.0,0.0
Erkek,302,M405819188-0041,DERBY PAMUK SOKET ÇORAP,499.0,03,0.0,0.0,0.0
Erkek,302,M868167050097-0041,PANTOLON ASKISI,3450.0,03,0.0,0.0,0.0
Erkek,302,M868238586578-0009,KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M400207167-0002,SATEN PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M400226583-0005-0086,TATEOSSIAN LIMITED EDITION KOL DÜĞMESİ,21950.0,03,0.0,0.0,0.0
Erkek,302,M400894340-0009-0087,GÜMÜŞ KRAVAT İĞNESİ,12950.0,03,0.0,0.0,0.0
Erkek,302,M401137073-0042-0004,KOYU MAVİ ÇORAP,1390.0,03,0.0,0.0,0.0
Erkek,302,M401834174-0002,ÖRGÜ ELDİVEN,3950.0,03,0.0,0.0,0.0
Erkek,302,M402364826-0009,GÜMÜŞ KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209267-0055-0012,MICRO DESENLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209302-0087,ŞAL DESENLİ İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405209310-0055-0002,DAMLA DESENLİ İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405209336-0055-0041,DAMLA DESENLİ İPEK KRAVAT,4450.0,03,0.0,0.0,0.0
Erkek,302,M405209347-0041-0038,DAMLA DESENLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209382-0038-0041,DİAGONAL ÇİZGİLİ KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405539362-0002,DERİ PANTOLON KEMERİ,3450.0,03,0.0,0.0,0.0
Erkek,302,M868139024888-0002,PANTOLON ASKISI,3450.0,03,0.0,0.0,0.0
Erkek,302,M868139096247-0002,DESENLİ İPEK PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M400191440-0005,KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M400226584-0009,TATEOSSIAN İSKELET DİŞLİ KOL DÜĞMESİ,21950.0,03,0.0,0.0,0.0
Erkek,302,M400495086-0002-0009,PAPYON,3950.0,03,0.0,0.0,0.0
Erkek,302,M400894339-0009-0002,GÜMÜŞ KRAVAT İĞNESİ,12950.0,03,0.0,0.0,0.0
Erkek,302,M400894346-0004,GRİ ÇEŞİTLİ AKSESUAR,21950.0,03,0.0,0.0,0.0
Erkek,302,M400894360-0041,LACİVERT BİLEKLİK,21950.0,03,0.0,0.0,0.0
Erkek,302,M401834174-0097,ÖRGÜ ELDİVEN,3950.0,03,0.0,0.0,0.0
Erkek,302,M402364835-0038-0009,MAVİ KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M403882088-0002-0004,BURLINGTON DESENLİ ÇORAP,1390.0,03,0.0,0.0,0.0
Erkek,302,M405209344-0041-0012,DAMLA DESENLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209363-0072-0041,DİAGONAL ÇİZGİLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405239089-0063-0022,İPEK PAMUK DESENLİ MENDİL,2950.0,03,0.0,0.0,0.0
Erkek,302,M405239098-0055-0056,DESENLİ İPEK MENDİL,2450.0,03,0.0,0.0,0.0
Erkek,302,M405819193-0094,İNCE DERBY MERSERİZE SOKET ÇORAP,499.0,03,0.0,0.0,0.0
Erkek,302,M868139076955-0041,LACİVERT KADİFE PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M868139096251-0041,DESENLİ İPEK LACİVERT PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M868167050108-0056,PANTOLON ASKISI,3450.0,03,0.0,0.0,0.0
Erkek,302,M400226597-0009,TATEOSSIAN BIG BEN SAAT KOL DÜĞMESİ,22950.0,03,0.0,0.0,0.0
Erkek,302,M400317948-0014-0009,THOMPSON BİLEKLİK,11950.0,03,0.0,0.0,0.0
Erkek,302,M400894359-0041,LACİVERT BİLEKLİK,15950.0,03,0.0,0.0,0.0
Erkek,302,M400894363-0041,LACİVERT BİLEKLİK,12950.0,03,0.0,0.0,0.0
Erkek,302,M402364847-0041-0009,LACİVERT KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M402364853-0002-0009,SİYAH KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209251-0056-0004,MICRO DESENLİ KRAVAT,4450.0,03,0.0,0.0,0.0
Erkek,302,M405209269-0063-0038,MOTİF İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209286-0022-0012,MICRO DESENLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209296-0055-0002,ŞAL DESENLİ İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405209296-0075-0002,ŞAL DESENLİ İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405209335-0041-0004,MICRO DESENLİ İPEK KRAVAT,3450.0,03,0.0,0.0,0.0
Erkek,302,M405209385-0041-0014,EXCLUSİVE ŞAL DESENLİ İPEK KRAVAT,5450.0,03,0.0,0.0,0.0
Erkek,302,M405239062-0050-0021,DESENLİ İPEK MENDİL,2450.0,03,0.0,0.0,0.0
Erkek,302,M405819180-0094,PAMUK KAŞMİR SOKET ÇORAP,799.0,03,0.0,0.0,0.0
Erkek,302,M405819188-0014,DERBY PAMUK SOKET ÇORAP,499.0,03,0.0,0.0,0.0
Erkek,302,M868012316349-0012,DÜZ PAMUK MENDİL,1950.0,03,0.0,0.0,0.0
Erkek,302,M868139014939-0041,KADİFE PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M868139076958-0041,LACİVERT PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M868139096247-0041,LACİVERT PUANTİYE DESENLİ PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M868167050108-0041,PANTOLON ASKISI,3450.0,03,0.0,0.0,0.0
Erkek,302,M868167075112-0009,DESENLİ GÜMÜŞ GRİ PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M400226593-0041-0009,TATEOSSIAN KOL DÜĞMESİ,14950.0,03,0.0,0.0,0.0
Erkek,302,M400226594-0009-0002,TATEOSSIAN KOL DÜĞMESİ,14950.0,03,0.0,0.0,0.0
Erkek,302,M400226601-0005,TATEOSSIAN BİLEKLİK,14950.0,03,0.0,0.0,0.0
Erkek,302,M400226604-0038-0014,TATEOSSIAN BİLEKLİK,16950.0,03,0.0,0.0,0.0
Erkek,302,M400226622-0038,THOMPSON BİLEKLİK,10950.0,03,0.0,0.0,0.0
Erkek,302,M400226627-0002-0009,THOMPSON KOL DÜĞMESİ,9950.0,03,0.0,0.0,0.0
Erkek,302,M400226629-0009,THOMPSON KOL DÜĞMESİ,9950.0,03,0.0,0.0,0.0
Erkek,302,M400283334-0009,KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M400283348-0009-0002,KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M400317939-0009,TATEOSSIAN KOL DÜĞMESİ,13950.0,03,0.0,0.0,0.0
Erkek,302,M400317950-0002,THOMPSON BİLEKLİK,10950.0,03,0.0,0.0,0.0
Erkek,302,M400495086-0041-0009,PAPYON,3950.0,03,0.0,0.0,0.0
Erkek,302,M400894342-0002-0009,SİYAH KRAVAT İĞNESİ,14950.0,03,0.0,0.0,0.0
Erkek,302,M400894378-0002-0004,SİYAH BİLEKLİK,21950.0,03,0.0,0.0,0.0
Erkek,302,M401557144-0041,LACİVERT DERİ KEMER,24950.0,03,0.0,0.0,0.0
Erkek,302,M402364846-0009,GÜMÜŞ KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M402364854-0002-0009,SİYAH KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M402364857-0002-0009,SİYAH KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M402691346-0002-0009,THOMPSON KOL DÜĞMESİ,9950.0,03,0.0,0.0,0.0
Erkek,302,M402691360-0009,TATEOSSIAN KOL DÜĞMESİ,21950.0,03,0.0,0.0,0.0
Erkek,302,M403661258-0002,ÖRGÜ ELDİVEN,2950.0,03,0.0,0.0,0.0
Erkek,302,M403661264-0014-0002,SUYA DAYANIKLI DERİ ELDİVEN,4950.0,03,0.0,0.0,0.0
Erkek,302,M405209246-0045-0004,EXCLUSİVE DAMLA DESENLİ İPEK KRAVAT,5450.0,03,0.0,0.0,0.0
Erkek,302,M405209263-0014-0041,MICRO DESENLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209263-0098-0041,MICRO DESENLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209280-0038-0012,MICRO DESENLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209299-0055,ŞAL DESENLİ İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405209310-0078-0002,DAMLA DESENLİ İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405209316-0002,DAMLA DESENLİ İPEK KRAVAT,4450.0,03,0.0,0.0,0.0
Erkek,302,M405209340-0063-0038,DAMLA DESENLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209372-0002,DAMLA DESENLİ İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405209384-0014-0041,MOTİF İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405819178-0041,BABET ÇORAP,349.0,03,0.0,0.0,0.0
Erkek,302,M868139076958-0041-0096,PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M868139096247-0009,DESENLİ GÜMÜŞ RENGİ İPEK PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M868139096247-0027,DESENLİ EKRU İPEK PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M868167050097-0002,PANTOLON ASKISI,3450.0,03,0.0,0.0,0.0
Erkek,302,M400226576-0002,TATEOSSIAN PARA KLİPSİ,19950.0,03,0.0,0.0,0.0
Erkek,302,M400226591-0005-0002,TATEOSSIAN KOL DÜĞMESİ,21950.0,03,0.0,0.0,0.0
Erkek,302,M400226592-0009-0002,TATEOSSIAN KOL DÜĞMESİ,14950.0,03,0.0,0.0,0.0
Erkek,302,M400226600-0014,TATEOSSIAN BİLEKLİK,13950.0,03,0.0,0.0,0.0
Erkek,302,M400226606-0005,TATEOSSIAN BİLEKLİK,19950.0,03,0.0,0.0,0.0
Erkek,302,M400226620-0038-0009,THOMPSON BİLEKLİK,11950.0,03,0.0,0.0,0.0
Erkek,302,M400226630-0002,THOMPSON KOL DÜĞMESİ,9950.0,03,0.0,0.0,0.0
Erkek,302,M400228481-0002,TATEOSSIAN BİLEKLİK,21950.0,03,0.0,0.0,0.0
Erkek,302,M400246840-0002-0009,KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M400246873-0002-0009,KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M400317927-0002-0009,TATEOSSIAN KOL DÜĞMESİ,13950.0,03,0.0,0.0,0.0
Erkek,302,M400317949-0009,THOMPSON BİLEKLİK,10950.0,03,0.0,0.0,0.0
Erkek,302,M400317954-0002-0009,THOMPSON KOL DÜĞMESİ,9950.0,03,0.0,0.0,0.0
Erkek,302,M400323633-0054-0009,TATEOSSIAN KOL DÜĞMESİ,13950.0,03,0.0,0.0,0.0
Erkek,302,M400495091-0041,PAPYON,3950.0,03,0.0,0.0,0.0
Erkek,302,M400495093-0041,PAPYON,3950.0,03,0.0,0.0,0.0
Erkek,302,M400623935-0029,YEŞİL DERİ KEMER,24950.0,03,0.0,0.0,0.0
Erkek,302,M400894358-0002,SİYAH BİLEKLİK,15950.0,03,0.0,0.0,0.0
Erkek,302,M400894366-0046-0009,TURKUAZ KOL DÜĞMESİ,16950.0,03,0.0,0.0,0.0
Erkek,302,M401527050-0045,SAKS ÇORAP,1490.0,03,0.0,0.0,0.0
Erkek,302,M401557338-0015,KOYU KAHVE SÜET KEMER,19950.0,03,0.0,0.0,0.0
Erkek,302,M402364839-0005-0056,GÜMÜŞ KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M402364844-0009,GÜMÜŞ KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M402364845-0002-0009,SİYAH KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M402364852-0002-0009,SİYAH KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M402691316-0002-0009,TATEOSSIAN BİLEKLİK,19950.0,03,0.0,0.0,0.0
Erkek,302,M402691350-0002,TATEOSSIAN TESBİH,21950.0,03,0.0,0.0,0.0
Erkek,302,M402691361-0009,TATEOSSIAN KOL DÜĞMESİ,21950.0,03,0.0,0.0,0.0
Erkek,302,M403074697-0041,DERİ KEMER,29950.0,03,0.0,0.0,0.0
Erkek,302,M403074700-0020,DERİ KEMER,29950.0,03,0.0,0.0,0.0
Erkek,302,M403661253-0002-0004,DERİ ELDİVEN,16950.0,03,0.0,0.0,0.0
Erkek,302,M403661255-0041,DERİ ELDİVEN,6950.0,03,0.0,0.0,0.0
Erkek,302,M405209249-0045-0098,EXCLUSİVE DİAGONAL ÇİZGİLİ İPEK KRAVAT,5450.0,03,0.0,0.0,0.0
Erkek,302,M405209250-0056-0004,MICRO DESENLİ KRAVAT,4450.0,03,0.0,0.0,0.0
Erkek,302,M405209252-0097-0041,EXCLUSİVE MICRO DESENLİ KRAVAT,5450.0,03,0.0,0.0,0.0
Erkek,302,M405209267-0041-0012,MICRO DESENLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209272-0104,BALIKSIRTI İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209274-0014-0041,MICRO DESENLİ İPEK KRAVAT,4450.0,03,0.0,0.0,0.0
Erkek,302,M405209293-0041-0004,DİAGONAL ÇİZGİLİ İPEK KRAVAT,4450.0,03,0.0,0.0,0.0
Erkek,302,M405209299-0045,ŞAL DESENLİ İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405209302-0038-0012,ŞAL DESENLİ İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405209306-0075-0038,ŞAL DESENLİ İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405209313-0096,MICRO DESENLİ İPEK KRAVAT,4450.0,03,0.0,0.0,0.0
Erkek,302,M405209320-0104,BALIKSIRTI İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209321-0066-0038,MOTİF İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209325-0098-0056,DİAGONAL ÇİZGİLİ İPEK KRAVAT,3450.0,03,0.0,0.0,0.0
Erkek,302,M405209333-0038-0041,DİAGONAL ÇİZGİLİ İPEK KRAVAT,3450.0,03,0.0,0.0,0.0
Erkek,302,M405209344-0014-0012,DAMLA DESENLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209358-0014-0098,ŞAL DESENLİ İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405209376-0041-0004,MICRO DESENLİ İPEK KRAVAT,4450.0,03,0.0,0.0,0.0
Erkek,302,M405209386-0098-0055,DAMLA DESENLİ İPEK KRAVAT,4950.0,03,0.0,0.0,0.0
Erkek,302,M405209388-0098-0041,DİAGONAL ÇİZGİLİ İPEK KRAVAT,4450.0,03,0.0,0.0,0.0
Erkek,302,M405209397-0098-0041,MOTİF İPEK KRAVAT,4450.0,03,0.0,0.0,0.0
Erkek,302,M405239067-0038-0012,DESENLİ KETEN MENDİL,2450.0,03,0.0,0.0,0.0
Erkek,302,M405239087-0038-0055,İPEK PAMUK DESENLİ MENDİL,2950.0,03,0.0,0.0,0.0
Erkek,302,M405239087-0042-0078,İPEK PAMUK DESENLİ MENDİL,2950.0,03,0.0,0.0,0.0
Erkek,302,M405239090-0056-0021,İPEK PAMUK DESENLİ MENDİL,2950.0,03,0.0,0.0,0.0
Erkek,302,M405239095-0014-0012,DESENLİ İPEK MENDİL,2450.0,03,0.0,0.0,0.0
Erkek,302,M405498923-0056,BORDO PANTOLON ASKISI,3450.0,03,0.0,0.0,0.0
Erkek,302,M405539341-0002,DERİ PANTOLON KEMERİ,3450.0,03,0.0,0.0,0.0
Erkek,302,M405539341-0015,DERİ PANTOLON KEMERİ,3450.0,03,0.0,0.0,0.0
Erkek,302,M405539362-0015,DERİ PANTOLON KEMERİ,3450.0,03,0.0,0.0,0.0
Erkek,302,M868072055669-0002,PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M868139059558-0027,EKRU İPEK PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M868139059560-0025,KREM RENGİ İPEK PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M868139076956-0041-0096,PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M868139096252-0009,DOKULU İPEK GÜMÜŞ GRİ PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M868188209974-0017,DERİ DİKİŞ DETAYLI ELDİVEN,8950.0,03,0.0,0.0,0.0
Erkek,302,M400029495-0041,LACİVERT PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M400186440-0002,SUYA DAYANAKLI ÖRGÜ DETAYLI DERİ ELDİVEN,6950.0,03,0.0,0.0,0.0
Erkek,302,M400207166-0002,SATEN PAPYON,1950.0,03,0.0,0.0,0.0
Erkek,302,M400226574-0002-0009,TATEOSSIAN TÜKENMEZ KALEM,26950.0,03,0.0,0.0,0.0
Erkek,302,M400226590-0041-0005,TATEOSSIAN KOL DÜĞMESİ,21950.0,03,0.0,0.0,0.0
Erkek,302,M400226610-0005,TATEOSSIAN BİLEKLİK,12950.0,03,0.0,0.0,0.0
Erkek,302,M400226611-0002-0009,TATEOSSIAN BİLEKLİK,14950.0,03,0.0,0.0,0.0
Erkek,302,M400226618-0002,THOMPSON ŞARJ KABLOLU BİLEKLİK,8950.0,03,0.0,0.0,0.0
Erkek,302,M400226621-0002,THOMPSON BİLEKLİK,10950.0,03,0.0,0.0,0.0
Erkek,302,M400284044-0041,KEMER,19950.0,03,0.0,0.0,0.0
Erkek,302,M400317917-0002-0074,TATEOSSIAN KOL DÜĞMESİ,18950.0,03,0.0,0.0,0.0
Erkek,302,M400317974-0029-0002,THOMPSON BİLEKLİK,17950.0,03,0.0,0.0,0.0
Erkek,302,M400319015-0002,ÇITÇIT DETAYLI DERİ ELDİVEN,6950.0,03,0.0,0.0,0.0
Erkek,302,M400324624-0085,AYAKKABI BAKIM SETİ,13950.0,03,0.0,0.0,0.0
Erkek,302,M400366502-0002,SİYAH PANTOLON ASKISI,3450.0,03,0.0,0.0,0.0
Erkek,302,M400495058-0027,PAPYON,3950.0,03,0.0,0.0,0.0
Erkek,302,M400623955-0022,KOYU KAHVE SÜET KEMER,19950.0,03,0.0,0.0,0.0
Erkek,302,M400894336-0009,KOL DÜĞMESİ,39950.0,03,0.0,0.0,0.0
Erkek,302,M400894343-0041-0009,LACİVERT KOL DÜĞMESİ,19950.0,03,0.0,0.0,0.0
Erkek,302,M400894354-0014,KAHVE BİLEKLİK,19950.0,03,0.0,0.0,0.0
Erkek,302,M400894355-0042-0036,KOYU MAVİ BİLEKLİK,12950.0,03,0.0,0.0,0.0
Erkek,302,M400894357-0029,YEŞİL BİLEKLİK,15950.0,03,0.0,0.0,0.0
Erkek,302,M400894368-0005,ANTRASİT KOL DÜĞMESİ,16950.0,03,0.0,0.0,0.0
Erkek,302,M400894369-0009,GÜMÜŞ KOL DÜĞMESİ,16950.0,03,0.0,0.0,0.0
Erkek,302,M400894380-0009,GÜMÜŞ KOL DÜĞMESİ,16950.0,03,0.0,0.0,0.0
Erkek,302,M400894382-0004-0009,GRİ KOL DÜĞMESİ,19950.0,03,0.0,0.0,0.0
Erkek,302,M401557328-0021,BEJ DERİ KEMER,19950.0,03,0.0,0.0,0.0
Erkek,302,M401557335-0021,BEJ DERİ KEMER,19950.0,03,0.0,0.0,0.0
Erkek,302,M401557338-0041,LACİVERT SÜET KEMER,19950.0,03,0.0,0.0,0.0
Erkek,302,M402364827-0045-0009,SAKS KOL DÜĞMESİ,3950.0,03,0.0,0.0,0.0
Erkek,302,M402691352-0002-0021,TATEOSSIAN BİLEKLİK,19950.0,03,0.0,0.0,0.0
Erkek,302,M402691354-0002-0009,TATEOSSIAN BİLEKLİK,39950.0,03,0.0,0.0,0.0
Erkek,302,M402691355-0029-0009,TATEOSSIAN BİLEKLİK,39950.0,03,0.0,0.0,0.0
Erkek,302,M402691356-0041-0009,TATEOSSIAN BİLEKLİK,19950.0,03,0.0,0.0,0.0
Erkek,302,M402691357-0004-0002,TATEOSSIAN BİLEKLİK,19950.0,03,0.0,0.0,0.0
Erkek,302,M402691358-0002-0009,TATEOSSIAN KOL DÜĞMESİ,16950.0,03,0.0,0.0,0.0
Erkek,302,M402691384-0021-0005,TATEOSSIAN KOL DÜĞMESİ,18950.0,03,0.0,0.0,0.0
Erkek,302,M403074700-0041,DERİ KEMER,29950.0,03,0.0,0.0,0.0
Erkek,302,M403074706-0015,SÜET DERİ KEMER,19950.0,03,0.0,0.0,0.0
Erkek,302,M403661249-0029,DERİ ELDİVEN,5950.0,03,0.0,0.0,0.0
Erkek,302,M403661255-0002,DERİ ELDİVEN,6950.0,03,0.0,0.0,0.0
Erkek,302,M405123193-0021,KEP ŞAPKA,12950.0,03,0.0,0.0,
Erkek,302,M405123193-0029,KEP ŞAPKA,12950.0,03,0.0,0.0,
Erkek,302,M405200025-0045-0004,MICRO DESENLİ İPEK KRAVAT,4450.0,03,0.0,0.0,0.0
Erkek,302,M405209247-0098-0041,EXCLUSİVE MICRO DESENLİ KRAVAT,5450.0,03,0.0,0.0,0.0
Erkek,302,M405209253-0014-0038,DİAGONAL ÇİZGİLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209253-0048-0041,DİAGONAL ÇİZGİLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209255-0098-0078,DİAGONAL ÇİZGİLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209259-0056-0041,MICRO DESENLİ İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209269-0041-0038,MOTİF İPEK KRAVAT,3950.0,03,0.0,0.0,0.0
Erkek,302,M405209274-0055-0041,MICRO DESENLİ İPEK KRAVAT,4450.0,03,0.0,0.0,0.0
